"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value","MPA","STATUS_YR","gmw1km","distance"
"6050",2012,"03-May-12","Reef 38","Malaysia",6.54364,117.92,10.8,"Bleaching (% of population)",0,"ERG045",4.08,303.32,0,0,0,0.0583999985246919,"MPA","MPA",NA,570.154311539634
"6051",2013,"01-Oct-13","Reef 38","Malaysia",6.54364,117.92,11.5,"Bleaching (% of population)",0,"ERG045",0,303.7,0,0,0,0.0671999983023852,"MPA","MPA",NA,570.154311539634
"6052",2014,"18-May-14","Reef 38","Malaysia",6.54364,117.92,12.5,"Bleaching (% of population)",10,"ERG045",1.03,303.83,0,0,0,0.054599998620688,"MPA","MPA",NA,570.154311539634
"6053",2015,"28-Jun-15","Reef 38","Malaysia",6.54364,117.92,11.5,"Bleaching (% of population)",0,"ERG045",4.34,303.42,0,0,0,0.0579999985347968,"MPA","MPA",NA,570.154311539634
"6054",2012,"24-Jul-12","Pegaso Reef","Malaysia",6.56211,117.92,14,"Bleaching (% of population)",1,"ERG045",1.4,303.54,0,0,0,0.0541999986307928,"MPA","MPA",NA,1282.06052621647
"6055",2013,"11-Jun-13","Pegaso Reef","Malaysia",6.56211,117.92,12,"Bleaching (% of population)",5,"ERG045",4.83,302.54,0,0,0,0.0579999985347968,"MPA","MPA",NA,1282.06052621647
"6056",2014,"28-Sep-14","Pegaso Reef","Malaysia",6.56211,117.92,12.5,"Bleaching (% of population)",95,"ERG045",8.32,303.65,0,0,0,0.0487999987672083,"MPA","MPA",NA,1282.06052621647
"6057",2015,"29-Jun-15","Pegaso Reef","Malaysia",6.56211,117.92,13,"Bleaching (% of population)",0,"ERG045",4.34,303.42,0,0,0,0.0579999985347968,"MPA","MPA",NA,1282.06052621647
"6058",2011,"22-Apr-11","Zorro East","Malaysia",6.50783,117.92,4,"Bleaching (% of population)",0,"ERG045",0,301.58,0,0,0,0.0391999990097247,"MPA","MPA",NA,4161.2648775973
"6059",2011,"18-Jun-11","Edwin Rock","Malaysia",6.51389,117.924,5,"Bleaching (% of population)",2,"ERG045",0,303.73,0,0,0,0.0817999979335582,"MPA","MPA",NA,3361.492957294
"6060",2012,"06-Aug-12","Edwin Rock","Malaysia",6.51389,117.924,5.5,"Bleaching (% of population)",0,"ERG045",2.49,304.02,0,0,0,0.0651999983529095,"MPA","MPA",NA,3361.492957294
"6061",2014,"28-Aug-14","Edwin Rock","Malaysia",6.51389,117.924,6.8,"Bleaching (% of population)",27,"ERG045",10.27,303.57,0,0,0,0.0637999983882764,"MPA","MPA",NA,3361.492957294
"6062",2015,"04-Oct-15","Edwin Rock","Malaysia",6.51389,117.924,5.5,"Bleaching (% of population)",0,"ERG045",1.42,304.36,0,0,0,0.0685999982670182,"MPA","MPA",NA,3361.492957294
"6063",2012,"02-Jul-12","Reef 77","Malaysia",6.55206,117.925,11,"Bleaching (% of population)",0,"ERG045",3.39,303.82,0,0,0,0.0541999986307928,"MPA","MPA",NA,514.281345040089
"6064",2013,"11-Oct-13","Reef 77","Malaysia",6.55206,117.925,11,"Bleaching (% of population)",37,"ERG045",0,302.65,0,0,0,0.0671999983023852,"MPA","MPA",NA,514.281345040089
"6065",2014,"29-Sep-14","Reef 77","Malaysia",6.55206,117.925,12.5,"Bleaching (% of population)",89,"ERG045",8.32,303.65,0,0,0,0.0487999987672083,"MPA","MPA",NA,514.281345040089
"6066",2015,"04-Jul-15","Reef 77","Malaysia",6.55206,117.925,11,"Bleaching (% of population)",0,"ERG045",4.34,303.32,0,0,0,0.061199998453958,"MPA","MPA",NA,514.281345040089
"6067",2012,"15-May-12","Bimbo Rock","Malaysia",6.52039,117.93,14.2,"Bleaching (% of population)",0,"ERG045",5.27,303.63,0,0,0,0.0655999983428046,"MPA","MPA",NA,2421.56662411218
"6068",2013,"07-Apr-13","Bimbo Rock","Malaysia",6.52039,117.93,12,"Bleaching (% of population)",3,"ERG045",1.55,302.92,0,0,0,0.0713999981962843,"MPA","MPA",NA,2421.56662411218
"6069",2014,"29-May-14","Bimbo Rock","Malaysia",6.52039,117.93,14,"Bleaching (% of population)",5,"ERG045",2.12,302.7,0,0,0,0.0637999983882764,"MPA","MPA",NA,2421.56662411218
"6070",2015,"27-May-15","Bimbo Rock","Malaysia",6.52039,117.93,13.8,"Bleaching (% of population)",10,"ERG045",5.62,304.45,0,0,0,0.0839999978779815,"MPA","MPA",NA,2421.56662411218
"6071",2012,"29-Jul-12","Moray Reef","Malaysia",6.55208,117.936,10,"Bleaching (% of population)",2,"ERG045",1.4,303.07,0,0,0,0.0541999986307928,"MPA","MPA",NA,1044.432766524
"6072",2013,"30-Sep-13","Moray Reef","Malaysia",6.55208,117.936,12,"Bleaching (% of population)",5,"ERG045",0,303.7,0,0,0,0.0591999985044822,"MPA","MPA",NA,1044.432766524
"6073",2014,"27-Sep-14","Moray Reef","Malaysia",6.55208,117.936,10.5,"Bleaching (% of population)",75,"ERG045",8.32,303.65,0,0,0,0.0487999987672083,"MPA","MPA",NA,1044.432766524
"6074",2015,"31-Mar-15","Moray Reef","Malaysia",6.55208,117.936,10.5,"Bleaching (% of population)",2,"ERG045",0,301.83,0,0,0,0.049399998752051,"MPA","MPA",NA,1044.432766524
"6075",2012,"08-Apr-12","Zorro","Malaysia",6.50056,117.92,5.5,"Bleaching (% of population)",0,"ERG045",3.13,304.42,0,0,0,0.103399997387896,"MPA","MPA",NA,4890.31745460737
"6076",2013,"19-Sep-13","Zorro","Malaysia",6.50056,117.92,2.5,"Bleaching (% of population)",0,"ERG045",0,302.95,0,0,0,0.0721999981760746,"MPA","MPA",NA,4890.31745460737
"6077",2014,"01-Oct-14","Zorro","Malaysia",6.50056,117.92,4.5,"Bleaching (% of population)",25,"ERG045",8.32,303.66,0,0,0,0.0817999979335582,"MPA","MPA",NA,4890.31745460737
"6078",2015,"18-Aug-15","Zorro","Malaysia",6.50056,117.92,5.8,"Bleaching (% of population)",0,"ERG045",3.5,303.27,0,0,0,0.069199998251861,"MPA","MPA",NA,4890.31745460737
"6079",2014,"30-Sep-14","Tumunong Hallo 1","Malaysia",4.9085,118.177,8,"Bleaching (% of population)",0,"ERG045",2.01,302.72,2650796,1070953,268211,0.0489834067162227,"Non MPA","Non MPA",54,416.906986078708
"6080",2015,"09-Sep-15","Tumunong Hallo 1","Malaysia",4.9085,118.177,8,"Bleaching (% of population)",0,"ERG045",0,302.41,2650796,1070953,268211,0.0472411733996294,"Non MPA","Non MPA",54,416.906986078708
"6081",2013,"06-Nov-13","Hand Rock","Malaysia",4.14092,118.18,8,"Bleaching (% of population)",8,"ERG045",0,303.04,0,0,0,0.114399997110013,"Non MPA","Non MPA",NA,250.629155567295
"6082",2015,"21-Apr-15","Hand Rock","Malaysia",4.14092,118.18,8,"Bleaching (% of population)",150,"ERG045",1.19,303.32,0,0,0,0.12039999695844,"Non MPA","Non MPA",NA,250.629155567295
"6083",2014,"30-Sep-14","Pulau Tabun","Malaysia",4.92078,118.201,8.5,"Bleaching (% of population)",0,"ERG045",3.28,302.63,1051447,97140,26582,0.0815999979386106,"Non MPA","Non MPA",NA,78.4755001883873
"6084",2015,"09-Sep-15","Pulau Tabun","Malaysia",4.92078,118.201,7,"Bleaching (% of population)",0,"ERG045",0,302.41,1051447,97140,26582,0.0871999977971427,"Non MPA","Non MPA",NA,78.4755001883873
"6085",2013,"06-Nov-13","Darby Bank","Malaysia",4.11253,118.225,12,"Bleaching (% of population)",6,"ERG045",0,302.95,0,0,0,0.0925999976607272,"Non MPA","Non MPA",NA,360.584320177916
"6086",2015,"21-Apr-15","Darby Bank","Malaysia",4.11253,118.225,12,"Bleaching (% of population)",60,"ERG045",1.2,303.13,0,0,0,0.0769999980548164,"Non MPA","Non MPA",NA,360.584320177916
"6087",2014,"30-Sep-14","Pulau Laila","Malaysia",4.93019,118.229,6,"Bleaching (% of population)",0,"ERG045",3.28,302.63,309693,176738,155158,0.0815999979386106,"Non MPA","Non MPA",NA,154.468950333827
"6088",2015,"09-Sep-15","Pulau Laila","Malaysia",4.93019,118.229,6,"Bleaching (% of population)",0,"ERG045",0,302.41,309693,176738,155158,0.0871999977971427,"Non MPA","Non MPA",NA,154.468950333827
"6089",2013,"06-Nov-13","Alert Patches 1","Malaysia",4.13939,118.234,8,"Bleaching (% of population)",0,"ERG045",0,302.98,0,0,0,0.0903999977163039,"Non MPA","Non MPA",NA,1337.91941523539
"6090",2013,"29-Dec-13","Dharma Point","Indonesia",2.28056,118.245,5,"Bleaching (% of population)",0,"ERG045",3.95,302.89,0,0,0,0.142799996392569,"Non MPA","Non MPA",NA,361.307200469048
"6091",2013,"29-Dec-13","Dharma Point","Indonesia",2.28056,118.245,10,"Bleaching (% of population)",0,"ERG045",3.95,302.89,0,0,0,0.142799996392569,"Non MPA","Non MPA",NA,361.307200469048
"6092",2014,"01-Oct-14","Dharma Point","Indonesia",2.28056,118.245,5,"Bleaching (% of population)",0,"ERG045",1.24,302.25,0,0,0,0.0431746236747957,"Non MPA","Non MPA",NA,361.307200469048
"6093",2014,"01-Oct-14","Dharma Point","Indonesia",2.28056,118.245,10,"Bleaching (% of population)",0,"ERG045",1.24,302.25,0,0,0,0.0431746236747957,"Non MPA","Non MPA",NA,361.307200469048
"6094",2015,"17-Nov-15","Dharma Point","Indonesia",2.28056,118.245,5,"Bleaching (% of population)",0,"ERG045",0,302.86,0,0,0,0.209799994700006,"Non MPA","Non MPA",NA,361.307200469048
"6095",2015,"17-Nov-15","Dharma Point","Indonesia",2.28056,118.245,10,"Bleaching (% of population)",0,"ERG045",0,302.86,0,0,0,0.209799994700006,"Non MPA","Non MPA",NA,361.307200469048
"6096",2013,"12-Dec-13","Small Reef","Malaysia",4.90739,118.243,8.5,"Bleaching (% of population)",0,"ERG045",0,303.66,163002,1018,0,0.0869999978021951,"Non MPA","Non MPA",NA,1961.62111991855
"6097",2014,"28-Sep-14","Small Reef","Malaysia",4.90739,118.243,8.5,"Bleaching (% of population)",0,"ERG045",6.65,302.76,163002,1018,0,0.0807999979588203,"Non MPA","Non MPA",NA,1961.62111991855
"6098",2015,"10-Sep-15","Small Reef","Malaysia",4.90739,118.243,8.5,"Bleaching (% of population)",0,"ERG045",0,302.56,163002,1018,0,0.0649999983579619,"Non MPA","Non MPA",NA,1961.62111991855
"6099",2014,"29-Sep-14","Light House Reef","Malaysia",4.94869,118.251,7,"Bleaching (% of population)",0,"ERG045",5.34,302.75,307268,105631,100976,0.0484595519952568,"Non MPA","Non MPA",NA,363.937910270784
"6100",2015,"11-Sep-15","Light House Reef","Malaysia",4.94869,118.251,7,"Bleaching (% of population)",0,"ERG045",0,302.26,307268,105631,100976,0.0649999983579619,"Non MPA","Non MPA",NA,363.937910270784
"6101",2014,"02-Oct-14","Snapper Point","Indonesia",2.26167,118.253,5,"Bleaching (% of population)",0,"ERG045",1.24,302.25,0,0,0,0.0699999982316513,"Non MPA","Non MPA",NA,25.3972612552969
"6102",2014,"02-Oct-14","Snapper Point","Indonesia",2.26167,118.253,12,"Bleaching (% of population)",0,"ERG045",1.24,302.25,0,0,0,0.0699999982316513,"Non MPA","Non MPA",NA,25.3972612552969
"6103",2015,"18-Nov-15","Snapper Point","Indonesia",2.26167,118.253,5,"Bleaching (% of population)",0,"ERG045",0,302.06,0,0,0,0.0915999976859894,"Non MPA","Non MPA",NA,25.3972612552969
"6104",2015,"18-Nov-15","Snapper Point","Indonesia",2.26167,118.253,10,"Bleaching (% of population)",0,"ERG045",0,302.06,0,0,0,0.0915999976859894,"Non MPA","Non MPA",NA,25.3972612552969
"6105",2013,"10-Dec-13","Fish Eye","Malaysia",4.96303,118.253,8,"Bleaching (% of population)",0,"ERG045",0,302.77,824619,62783,0,0.0543744541884811,"Non MPA","Non MPA",NA,1334.05367796862
"6106",2014,"26-Sep-14","Fish Eye","Malaysia",4.96303,118.253,7.5,"Bleaching (% of population)",0,"ERG045",4.333333333,302.7433333,824619,62783,0,0.0484595519952568,"Non MPA","Non MPA",NA,1334.05367796862
"6107",2015,"09-Sep-15","Fish Eye","Malaysia",4.96303,118.253,8,"Bleaching (% of population)",0,"ERG045",0.35,301.4766667,824619,62783,0,0.0649999983579619,"Non MPA","Non MPA",NA,1334.05367796862
"6108",2013,"12-Dec-13","Mid Reef","Malaysia",4.91233,118.254,5.5,"Bleaching (% of population)",0,"ERG045",0,303.66,251213,295,0,0.0869999978021951,"Non MPA","Non MPA",NA,1562.40531117472
"6109",2014,"28-Sep-14","Mid Reef","Malaysia",4.91233,118.254,6,"Bleaching (% of population)",0,"ERG045",6.65,302.76,251213,295,0,0.0807999979588203,"Non MPA","Non MPA",NA,1562.40531117472
"6110",2015,"10-Sep-15","Mid Reef","Malaysia",4.91233,118.254,6,"Bleaching (% of population)",0,"ERG045",0,302.56,251213,295,0,0.0649999983579619,"Non MPA","Non MPA",NA,1562.40531117472
"6111",2014,"26-Sep-14","Ira's Reef","Malaysia",4.92353,118.256,8,"Bleaching (% of population)",0,"ERG045",5.34,302.75,261169,295,0,0.0807999979588203,"Non MPA","Non MPA",NA,351.345565847966
"6112",2015,"11-Sep-15","Ira's Reef","Malaysia",4.92353,118.256,8.7,"Bleaching (% of population)",0,"ERG045",0,302.26,261169,295,0,0.0649999983579619,"Non MPA","Non MPA",NA,351.345565847966
"6113",2013,"07-Nov-13","Alert Patches 2","Malaysia",4.15231,118.258,13,"Bleaching (% of population)",0,"ERG045",0,302.85,0,0,0,0.0933999976405175,"Non MPA","Non MPA",NA,289.717759460836
"6114",2013,"12-Dec-13","Adam's Point","Malaysia",4.95086,118.258,8.5,"Bleaching (% of population)",0,"ERG045",0,303.58,657370,105631,105631,0.0543744541884811,"Non MPA","Non MPA",NA,837.34820966947
"6115",2014,"26-Sep-14","Adam's Point","Malaysia",4.95086,118.258,8.5,"Bleaching (% of population)",0,"ERG045",5.34,302.75,657370,105631,105631,0.0484595519952568,"Non MPA","Non MPA",NA,837.34820966947
"6116",2015,"10-Sep-15","Adam's Point","Malaysia",4.95086,118.258,8.5,"Bleaching (% of population)",0,"ERG045",0,302.26,657370,105631,105631,0.0649999983579619,"Non MPA","Non MPA",NA,837.34820966947
"6117",2013,"10-Dec-13","Cabbage Reef","Malaysia",4.94878,118.258,7.5,"Bleaching (% of population)",0,"ERG045",0,302.71,587124,105631,105631,0.0543744541884811,"Non MPA","Non MPA",NA,617.547546562747
"6118",2014,"28-Sep-14","Cabbage Reef","Malaysia",4.94878,118.258,8,"Bleaching (% of population)",0,"ERG045",5.34,302.75,587124,105631,105631,0.0484595519952568,"Non MPA","Non MPA",NA,617.547546562747
"6119",2015,"08-Sep-15","Cabbage Reef","Malaysia",4.94878,118.258,8,"Bleaching (% of population)",0,"ERG045",0,302.33,587124,105631,105631,0.0649999983579619,"Non MPA","Non MPA",NA,617.547546562747
"6120",2015,"20-Apr-15","Alert Patches 2","Malaysia",4.15444,118.263,14,"Bleaching (% of population)",15,"ERG045",0,303.54,0,0,0,0.087999997776933,"Non MPA","Non MPA",NA,313.509499869121
"6121",2014,"29-Sep-14","Pulau Burung","Malaysia",4.92397,118.267,11,"Bleaching (% of population)",0,"ERG045",5.34,302.75,235611,295,295,0.0807999979588203,"Non MPA","Non MPA",NA,449.405489075184
"6122",2015,"10-Sep-15","Pulau Burung","Malaysia",4.92397,118.267,11,"Bleaching (% of population)",0,"ERG045",0,302.26,235611,295,295,0.0649999983579619,"Non MPA","Non MPA",NA,449.405489075184
"6123",2015,"20-Apr-15","Alert Patches 3","Malaysia",4.16361,118.276,12,"Bleaching (% of population)",10,"ERG045",0,303.54,0,0,0,0.071999998181127,"Non MPA","Non MPA",NA,645.293287001675
"6124",2013,"11-Dec-13","Lam's Point","Malaysia",4.93792,118.274,10,"Bleaching (% of population)",0,"ERG045",0,303.58,495355,42418,0,0.0669999983074376,"Non MPA","Non MPA",NA,27.9133060021619
"6125",2014,"27-Sep-14","Lam's Point","Malaysia",4.93792,118.274,10,"Bleaching (% of population)",15,"ERG045",5.34,302.75,495355,42418,0,0.0631999984034337,"Non MPA","Non MPA",NA,27.9133060021619
"6126",2015,"08-Sep-15","Lam's Point","Malaysia",4.93792,118.274,10,"Bleaching (% of population)",0,"ERG045",0,302.33,495355,42418,0,0.0613999984489055,"Non MPA","Non MPA",NA,27.9133060021619
"6127",2013,"07-Nov-13","Alert Patches 3","Malaysia",4.16347,118.275,12,"Bleaching (% of population)",0,"ERG045",0,302.85,0,0,0,0.0965999975596787,"Non MPA","Non MPA",NA,709.75030987578
"6128",2013,"11-Dec-13","Nemo Garden","Malaysia",4.94156,118.282,10,"Bleaching (% of population)",0,"ERG045",0,303.43,1653882,0,0,0.0669999983074376,"Non MPA","Non MPA",NA,576.10947495675
"6129",2014,"27-Sep-14","Nemo Garden","Malaysia",4.94156,118.282,10,"Bleaching (% of population)",0,"ERG045",4.38,302.85,1653882,0,0,0.0631999984034337,"Non MPA","Non MPA",NA,576.10947495675
"6130",2015,"08-Sep-15","Nemo Garden","Malaysia",4.94156,118.282,10,"Bleaching (% of population)",0,"ERG045",1.05,303.25,1653882,0,0,0.0613999984489055,"Non MPA","Non MPA",NA,576.10947495675
"6131",2013,"10-Dec-13","Paradise","Malaysia",4.94247,118.294,6.5,"Bleaching (% of population)",0,"ERG045",0,302.72,2323748,58980,0,0.0669999983074376,"Non MPA","Non MPA",NA,557.070829745353
"6132",2014,"27-Sep-14","Paradise","Malaysia",4.94247,118.294,6.5,"Bleaching (% of population)",0,"ERG045",4.38,302.85,2323748,58980,0,0.0631999984034337,"Non MPA","Non MPA",NA,557.070829745353
"6133",2015,"08-Sep-15","Paradise","Malaysia",4.94247,118.294,6,"Bleaching (% of population)",0,"ERG045",1.05,303.25,2323748,58980,0,0.0613999984489055,"Non MPA","Non MPA",NA,557.070829745353
"6134",2015,"20-Apr-15","Mid Rock","Malaysia",4.17806,118.308,8,"Bleaching (% of population)",5,"ERG045",0,303.64,0,0,0,0.071999998181127,"Non MPA","Non MPA",NA,546.499412867964
"6135",2014,"26-Mar-14","Roach Reef","Malaysia",4.17622,118.307,10,"Bleaching (% of population)",2,"ERG045",1.01,303.42,0,0,0,0.0561999985802686,"Non MPA","Non MPA",NA,313.719688777234
"6136",2015,"21-Apr-15","Erzherzog Reef","Malaysia",4.23778,118.387,9,"Bleaching (% of population)",10,"ERG045",0,303.48,0,0,0,0.113599997130223,"Non MPA","Non MPA",NA,1741.27555879192
"6137",2013,"07-Nov-13","Erzherzog Reef","Malaysia",4.24547,118.387,8.5,"Bleaching (% of population)",0,"ERG045",0,302.76,0,0,0,0.211599994654534,"Non MPA","Non MPA",NA,1115.98242807284
"6138",2013,"05-Nov-13","Friedrich Heaven 1","Malaysia",4.23939,118.434,8,"Bleaching (% of population)",3,"ERG045",0,301.87,0,0,0,0.200199994942523,"Non MPA","Non MPA",NA,555.648677126349
"6139",2015,"19-Apr-15","Friedrich Heaven 1","Malaysia",4.23939,118.434,8,"Bleaching (% of population)",10,"ERG045",0,303.61,0,0,0,0.0999999974737875,"Non MPA","Non MPA",NA,555.648677126349
"6140",2015,"10-Jun-15","P. Gulisan","Malaysia",6.15447,118.059,5,"Bleaching (% of population)",0,"ERG045",5.52,303.89,0,0,0,0.154599996094476,"Non MPA","Non MPA",NA,4739.45776476536
"6141",2015,"09-Jun-15","Selingan","Malaysia",6.18022,118.063,5,"Bleaching (% of population)",0,"ERG045",5.87,303.89,0,0,0,0.126399996806867,"Non MPA","Non MPA",NA,7193.47218220907
"6142",2015,"09-Jun-15","Selingan","Malaysia",6.18022,118.063,10,"Bleaching (% of population)",0,"ERG045",5.87,303.89,0,0,0,0.126399996806867,"Non MPA","Non MPA",NA,7193.47218220907
"6143",2014,"26-Mar-14","Yoshi Point 1","Malaysia",4.25511,118.534,10,"Bleaching (% of population)",59,"ERG045",3.36,303.2,0,0,0,0.105199997342424,"Non MPA","Non MPA",NA,2596.56921241067
"6144",2015,"19-Apr-15","Yoshi Point 1","Malaysia",4.25511,118.534,8,"Bleaching (% of population)",10,"ERG045",0,303.11,0,0,0,0.077199998049764,"Non MPA","Non MPA",NA,2596.56921241067
"6145",2013,"05-Nov-13","Yoshi Point 2","Malaysia",4.23656,118.553,8,"Bleaching (% of population)",0,"ERG045",0,302.38,0,0,0,0.135599996574456,"Non MPA","Non MPA",NA,261.746584780465
"6146",2014,"26-Mar-14","Yoshi Point 2","Malaysia",4.23656,118.553,10,"Bleaching (% of population)",0,"ERG045",1.3,303.27,0,0,0,0.105199997342424,"Non MPA","Non MPA",NA,261.746584780465
"6147",2015,"19-Apr-15","Yoshi Point 2","Malaysia",4.23656,118.553,11,"Bleaching (% of population)",0,"ERG045",1.27,303.62,0,0,0,0.077199998049764,"Non MPA","Non MPA",NA,261.746584780465
"6148",2014,"23-Mar-14","Larapan","Malaysia",4.55858,118.615,10,"Bleaching (% of population)",4,"ERG045",2.54,301.95,4610,4610,3667,0.0412322659319181,"Non MPA","Non MPA",NA,2106.76188450496
"6149",2014,"12-Nov-14","Hanging Garden","Malaysia",4.11178,118.625,5,"Bleaching (% of population)",0,"ERG045",3.76,302.56,0,0,0,0.0571999985550065,"MPA","MPA",NA,1205.26993477731
"6150",2015,"18-Nov-15","Hanging Garden","Malaysia",4.11178,118.625,5,"Bleaching (% of population)",0,"ERG045",0,302.3,0,0,0,0.0659999983326998,"MPA","MPA",NA,1205.26993477731
"6151",2014,"13-Nov-14","Lobster Lair","Malaysia",4.10928,118.626,5,"Bleaching (% of population)",0,"ERG045",3.76,302.56,0,0,0,0.0607999984640628,"MPA","MPA",NA,1380.89306935065
"6152",2015,"19-Nov-15","Lobster Lair","Malaysia",4.10928,118.626,4.5,"Bleaching (% of population)",0,"ERG045",0,302.3,0,0,0,0.0579999985347968,"MPA","MPA",NA,1380.89306935065
"6153",2014,"14-Nov-14","Drop Off","Malaysia",4.11819,118.628,5,"Bleaching (% of population)",0,"ERG045",3.76,302.56,0,0,0,0.0571999985550065,"MPA","MPA",NA,424.251474495313
"6154",2015,"19-Nov-15","Drop Off","Malaysia",4.11819,118.628,4.5,"Bleaching (% of population)",0,"ERG045",0,302.3,0,0,0,0.0659999983326998,"MPA","MPA",NA,424.251474495313
"6155",2014,"11-Nov-14","Coral Garden","Malaysia",4.10569,118.629,5,"Bleaching (% of population)",0,"ERG045",5,302.06,0,0,0,0.0607999984640628,"MPA","MPA",NA,1540.12244970832
"6156",2015,"17-Nov-15","Coral Garden","Malaysia",4.10569,118.629,5,"Bleaching (% of population)",0,"ERG045",0,301.45,0,0,0,0.0579999985347968,"MPA","MPA",NA,1540.12244970832
"6157",2014,"12-Nov-14","Barracuda Point","Malaysia",4.11883,118.629,5,"Bleaching (% of population)",0,"ERG045",3.76,302.56,0,0,0,0.0571999985550065,"MPA","MPA",NA,304.636216619479
"6158",2015,"19-Nov-15","Barracuda Point","Malaysia",4.11883,118.629,5,"Bleaching (% of population)",0,"ERG045",0,302.3,0,0,0,0.0659999983326998,"MPA","MPA",NA,304.636216619479
"6159",2015,"17-Nov-15","West Ridge North Point","Malaysia",4.11517,118.625,5,"Bleaching (% of population)",0,"ERG045",0,301.45,0,0,0,0.0659999983326998,"MPA","MPA",NA,886.524755708479
"6160",2011,"11-Jun-11","Paradise 2","Malaysia",4.24983,118.631,5,"Bleaching (% of population)",0,"ERG045",1.47,301.66,0,0,0,0.103599997382844,"Non MPA","Non MPA",NA,3792.96773769018
"6161",2011,"11-Jun-11","Paradise 2","Malaysia",4.24983,118.631,9,"Bleaching (% of population)",0,"ERG045",1.47,301.66,0,0,0,0.103599997382844,"Non MPA","Non MPA",NA,3792.96773769018
"6162",2014,"12-Nov-14","Staghorn Crest","Malaysia",4.10428,118.632,5,"Bleaching (% of population)",0,"ERG045",3.76,302.56,0,0,0,0.0607999984640628,"MPA","MPA",NA,1494.37552856078
"6163",2015,"18-Nov-15","Staghorn Crest","Malaysia",4.10428,118.632,5,"Bleaching (% of population)",0,"ERG045",0,302.3,0,0,0,0.0579999985347968,"MPA","MPA",NA,1494.37552856078
"6164",2011,"11-Jun-11","Scuba Junkie House Reef","Malaysia",4.24897,118.632,5,"Bleaching (% of population)",0,"ERG045",1.42,301.69,0,0,0,0.103599997382844,"Non MPA","Non MPA",NA,3933.86605477257
"6165",2011,"11-Jun-11","Scuba Junkie House Reef","Malaysia",4.24897,118.632,9,"Bleaching (% of population)",0,"ERG045",1.42,301.69,0,0,0,0.103599997382844,"Non MPA","Non MPA",NA,3933.86605477257
"6166",2015,"08-Dec-15","Sting Ray City","Malaysia",4.23703,118.627,8.5,"Bleaching (% of population)",0,"ERG045",1.21,302.5,0,0,0,0.0907999977061991,"Non MPA","Non MPA",NA,4173.44186970342
"6167",2013,"04-Nov-13","Paradise 2, Mabul","Malaysia",4.24928,118.631,8,"Bleaching (% of population)",1,"ERG045",0,301.63,0,0,0,0.0835999978880864,"Non MPA","Non MPA",NA,3844.19590610293
"6168",2014,"13-Nov-14","Turtle Patch","Malaysia",4.1075,118.636,5,"Bleaching (% of population)",0,"ERG045",3.76,302.56,0,0,0,0.0607999984640628,"MPA","MPA",NA,953.853055035985
"6169",2015,"17-Nov-15","Turtle Patch","Malaysia",4.1075,118.636,5,"Bleaching (% of population)",0,"ERG045",0,301.45,0,0,0,0.0579999985347968,"MPA","MPA",NA,953.853055035985
"6170",2014,"12-Nov-14","North Point","Malaysia",4.12164,118.636,5,"Bleaching (% of population)",0,"ERG045",3.76,302.56,0,0,0,0.0571999985550065,"MPA","MPA",NA,375.650614206025
"6171",2015,"26-Apr-15","Eel Garden- Mabul","Malaysia",4.23139,118.634,9,"Bleaching (% of population)",2,"ERG045",2.43,303.51,0,0,0,0.0651999983529095,"Non MPA","Non MPA",NA,3215.62824804102
"6172",2015,"08-Dec-15","Ribbon Valley","Malaysia",4.23411,118.638,7,"Bleaching (% of population)",0,"ERG045",1.21,302.5,0,0,0,0.0953999975899933,"Non MPA","Non MPA",NA,3213.20791761608
"6173",2014,"12-Nov-14","White Tip","Malaysia",4.11894,118.634,5,"Bleaching (% of population)",0,"ERG045",3.76,302.56,0,0,0,0.0571999985550065,"MPA","MPA",NA,2.9048384921535
"6174",2015,"19-Nov-15","White Tip","Malaysia",4.11894,118.634,5,"Bleaching (% of population)",0,"ERG045",0,302.3,0,0,0,0.0659999983326998,"MPA","MPA",NA,2.9048384921535
"6175",2014,"14-Nov-14","South Point","Malaysia",4.10431,118.635,5,"Bleaching (% of population)",0,"ERG045",3.76,302.56,0,0,0,0.0607999984640628,"MPA","MPA",NA,1313.2318130855
"6176",2014,"14-Nov-14","South Point","Malaysia",4.10431,118.635,10,"Bleaching (% of population)",0,"ERG045",3.76,302.56,0,0,0,0.0607999984640628,"MPA","MPA",NA,1313.2318130855
"6177",2015,"17-Nov-15","South Point","Malaysia",4.10431,118.635,5,"Bleaching (% of population)",0,"ERG045",0,301.45,0,0,0,0.0579999985347968,"MPA","MPA",NA,1313.2318130855
"6178",2015,"17-Nov-15","South Point","Malaysia",4.10431,118.635,10,"Bleaching (% of population)",0,"ERG045",0,301.45,0,0,0,0.0579999985347968,"MPA","MPA",NA,1313.2318130855
"6179",2014,"11-Nov-14","Mid Reef","Malaysia",4.11353,118.636,5,"Bleaching (% of population)",0,"ERG045",5,302.06,0,0,0,0.0571999985550065,"MPA","MPA",NA,386.88649804736
"6180",2015,"17-Nov-15","Mid Reef","Malaysia",4.11353,118.636,5,"Bleaching (% of population)",0,"ERG045",0,301.45,0,0,0,0.0659999983326998,"MPA","MPA",NA,386.88649804736
