"","X","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value"
"5396",5807,2014,"15-Oct-14","Yuchengwei","Taiwan",22.345,120.39,5,"Bleaching (% of population)",8,"ERG056",2.58,300.57,0,0,0,0.0599999984842725
"5397",5808,2014,"15-Oct-14","Yuchengwei","Taiwan",22.345,120.39,10,"Bleaching (% of population)",0,"ERG056",2.58,300.57,0,0,0,0.0599999984842725
"5398",5809,2015,"04-Nov-15","Yuchengwei","Taiwan",22.345,120.39,5,"Bleaching (% of population)",0,"ERG056",0,300.48,0,0,0,0.0615999984438531
"5399",5810,2015,"04-Nov-15","Yuchengwei","Taiwan",22.345,120.39,10,"Bleaching (% of population)",0,"ERG056",0,300.48,0,0,0,0.0615999984438531
"5400",5811,2013,"27-Feb-13","White Sand Island Sanctuary","Philippines",11.9099,120.052,5,"Bleaching (% of population)",0,"ERG045",2.15,300.75,356243,127213,1684,0.0468077093189569
"5401",5812,2014,"05-Jun-14","White Sand Island Sanctuary","Philippines",11.9099,120.052,5.5,"Bleaching (% of population)",0,"ERG045",1.47,304.05,356243,127213,1684,0.0352286106107517
"5402",5813,2016,"12-Jun-16","Dungon, Parola Point","Philippines",13.2153,120.528,6.5,"Bleaching (% of population)",7,"ERG046",0.535,303.0775,5231,2308,0,0.0265999993280275
"5403",5814,2016,"12-Jun-16","Dungon, Parola Point","Philippines",13.2153,120.528,7,"Bleaching (% of population)",22,"ERG046",0.535,303.0775,5231,2308,0,0.0265999993280275
"5404",5815,2015,"28-Feb-15","Hamilo Point 1","Philippines",14.1724,120.578,9.2,"Bleaching (% of population)",0,"ERG047",0.5525,299.2125,154696,0,0,0.0567999985651113
"5405",5816,2015,"28-Feb-15","Hamilo Point 2, 4.6m","Philippines",14.1728,120.581,4.6,"Bleaching (% of population)",3,"ERG047",0.5525,299.2125,222156,0,0,0.0567999985651113
"5406",5817,2015,"07-Jan-15","Santelmo South EW 5.0m","Philippines",14.1917,120.587,5,"Bleaching (% of population)",0,"ERG047",0.255,298.915,130922,0,0,0.094599997610203
"5407",5818,2015,"02-Jan-15","Santelmo South NS 5.0m","Philippines",14.192,120.587,5,"Bleaching (% of population)",1,"ERG047",1.0275,299.71,130922,0,0,0.094599997610203
"5408",5819,2015,"02-Mar-15","Layag Layag East 8.5m","Philippines",14.1768,120.587,8.5,"Bleaching (% of population)",0,"ERG047",0.5525,299.2125,222156,0,0,0.0481999987823656
"5409",5820,2015,"26-Jan-15","Layag Layag East 5.4m","Philippines",14.176,120.588,5.4,"Bleaching (% of population)",0,"ERG047",0.5525,298.8825,222156,0,0,0.094599997610203
"5410",5821,2015,"26-Jan-15","Layag Layag East 3.7m","Philippines",14.1758,120.588,3.7,"Bleaching (% of population)",0,"ERG047",0.5525,298.8825,222156,0,0,0.094599997610203
"5411",5822,2014,"27-Nov-14","Layag Layag Lot 19 West","Philippines",14.1762,120.585,5,"Bleaching (% of population)",0,"ERG047",4.175,301.22,222156,0,0,0.0615999984438531
"5412",5823,2015,"06-Mar-15","Papaya Cove East 4.5m #8","Philippines",14.1746,120.595,4.5,"Bleaching (% of population)",10,"ERG047",0.5525,299.87,224892,37536,0,0.0481999987823656
"5413",5824,2014,"28-Dec-14","Santelmo North","Philippines",14.1937,120.586,4.2,"Bleaching (% of population)",0,"ERG047",2.7375,300.0225,130922,0,0,0.0566730034660435
"5414",5825,2017,"24-Jan-17","Sapao","Philippines",13.9781,120.616,5,"Bleaching (% of population)",0,"ERG047",2.943333333,300.73,128722,79350,1484,0.0568651766868968
"5415",5826,2012,"07-Nov-12","San Diego Station A","Philippines",14.0201,120.617,5,"Bleaching (% of population)",0,"ERG047",0,300.1933333,71411,0,0,0.0493293082421627
"5416",5827,2012,"07-Nov-12","San Diego Station A","Philippines",14.0201,120.617,8,"Bleaching (% of population)",5,"ERG047",0,300.1933333,71411,0,0,0.0493293082421627
"5417",5828,2011,"21-Mar-11","Talim Outer Reef","Philippines",13.9697,120.602,6,"Bleaching (% of population)",0,"ERG047",1.39,299.02,194414,49775,12737,0.0411748004421028
"5418",5829,2014,"22-Jan-14","Talim Outer A, Talim Bay","Philippines",13.9716,120.602,6,"Bleaching (% of population)",3,"ERG047",5.6,299.36,194414,49116,11447,0.0901999977213563
"5419",5830,2016,"23-Nov-16","Beauty Cave","Taiwan",22.3539,120.369,5,"Bleaching (% of population)",0,"ERG056",7.75,299.49,0,0,0,0.033399999156245
"5420",5831,2016,"23-Nov-16","Beauty Cave","Taiwan",22.3539,120.369,10,"Bleaching (% of population)",5,"ERG056",7.75,299.49,0,0,0,0.033399999156245
"5421",5832,2017,"25-Jan-17","Kay Reyna","Philippines",13.9901,120.622,5,"Bleaching (% of population)",0,"ERG047",4.28,300.2633333,102441,30913,30913,0.0565035942477311
"5422",5833,2012,"21-Nov-12","Bagong Silang Natural Reef","Philippines",13.7764,120.645,10,"Bleaching (% of population)",0,"ERG047",0,301.73,24644,0,0,0.0419999989389908
"5423",5834,2012,"21-Dec-12","Bagong Silang Natural Reef","Philippines",13.7764,120.645,7.1,"Bleaching (% of population)",0,"ERG047",1.74,301,24644,0,0,0.0645999983680667
"5424",5835,2016,"23-Nov-16","Yuchengwei","Taiwan",22.3493,120.39,5,"Bleaching (% of population)",0,"ERG056",7.75,299.49,0,0,0,0.033399999156245
"5425",5836,2016,"23-Nov-16","Yuchengwei","Taiwan",22.3493,120.39,10,"Bleaching (% of population)",3,"ERG056",7.75,299.49,0,0,0,0.033399999156245
"5426",5837,2017,"31-Oct-17","Yuchengwei","Taiwan",22.3493,120.39,5,"Bleaching (% of population)",0,"ERG056",8.7,300.54,0,0,0,0.0489999987621559
"5427",5838,2017,"31-Oct-17","Yuchengwei","Taiwan",22.3493,120.39,10,"Bleaching (% of population)",0,"ERG056",8.7,300.54,0,0,0,0.0489999987621559
"5428",5839,2011,"01-Jul-11","Koala, Bagalangit","Philippines",13.7178,120.873,5,"Bleaching (% of population)",0,"ERG047",0,301.83,0,0,0,0.040718025536841
"5429",5840,2011,"01-Jul-11","Koala, Bagalangit","Philippines",13.7178,120.873,8,"Bleaching (% of population)",0,"ERG047",0,301.83,0,0,0,0.040718025536841
"5430",5841,2011,"16-Nov-11","Koala, Bagalangit","Philippines",13.7178,120.873,5,"Bleaching (% of population)",1,"ERG047",0.847142857,300.6685714,0,0,0,0.0557999985903734
"5431",5842,2013,"20-Apr-13","Koala, Bagalangit","Philippines",13.7178,120.873,5,"Bleaching (% of population)",10,"ERG047",3.125714286,302.2871429,0,0,0,0.062599998418591
"5432",5843,2013,"20-Apr-13","Koala, Bagalangit","Philippines",13.7178,120.873,8,"Bleaching (% of population)",6,"ERG047",3.125714286,302.2871429,0,0,0,0.062599998418591
"5433",5844,2013,"20-Dec-13","Koala, Bagalangit","Philippines",13.7178,120.873,5,"Bleaching (% of population)",3,"ERG047",1.165714286,301.2985714,0,0,0,0.0621999984286958
"5434",5845,2013,"20-Dec-13","Koala, Bagalangit","Philippines",13.7178,120.873,8,"Bleaching (% of population)",0,"ERG047",1.165714286,301.2985714,0,0,0,0.0621999984286958
"5435",5846,2017,"26-Jan-17","Koala, Bagalangit","Philippines",13.7178,120.873,4.5,"Bleaching (% of population)",0,"ERG047",1.254285714,299.4771429,0,0,0,0.0543476730456669
"5436",5847,2013,"06-Apr-13","Arthur's Rock","Philippines",13.708,120.874,5,"Bleaching (% of population)",8,"ERG047",1.698571429,301.3771429,0,0,0,0.062599998418591
"5437",5848,2013,"06-Apr-13","Arthur's Rock","Philippines",13.708,120.874,8,"Bleaching (% of population)",0,"ERG047",1.698571429,301.3771429,0,0,0,0.062599998418591
"5438",5849,2017,"25-Jan-17","Ligaya Bantong Buhay MPA","Philippines",13.7244,120.88,5.3,"Bleaching (% of population)",0,"ERG047",1.254285714,299.4771429,0,0,0,0.0543476730456669
"5439",5850,2012,"29-Jan-12","Acacia Resort and Dive Center","Philippines",13.7282,120.884,5,"Bleaching (% of population)",0,"ERG047",2.094285714,299.3942857,0,0,0,0.0527999986661598
"5440",5851,2014,"15-May-14","Acacia Resort and Dive Center","Philippines",13.7282,120.884,5,"Bleaching (% of population)",0,"ERG047",1.722857143,303.0285714,0,0,0,0.0657999983377522
"5441",5852,2017,"25-Jan-17","Acacia Resort and Dive Center","Philippines",13.7282,120.884,5,"Bleaching (% of population)",0,"ERG047",1.254285714,299.4771429,0,0,0,0.0543476730456669
"5442",5853,2014,"14-May-14","Portulano Marine Sanctuary","Philippines",13.8139,120.909,5,"Bleaching (% of population)",0,"ERG047",0.465,302.7025,0,0,0,0.0337644193380349
"5443",5854,2014,"14-May-14","Dive and Trek Marine Sanctuary","Philippines",13.8034,120.912,5,"Bleaching (% of population)",0,"ERG047",0.465,302.7025,0,0,0,0.0337644193380349
"5444",5855,2012,"19-Jul-12","3rd Plateau","Philippines",13.5222,120.95,4.8,"Bleaching (% of population)",0,"ERG046",6.53,302.68,19382,2259,1571,0.0503999987267889
"5445",5856,2013,"23-Feb-13","3rd Plateau/Coral Garden","Philippines",13.5197,120.955,4,"Bleaching (% of population)",0,"ERG046",0,299.22,19382,19382,1571,0.078599998014397
"5446",5857,2013,"23-Feb-13","3rd Plateau/Coral Garden","Philippines",13.5197,120.955,5.5,"Bleaching (% of population)",0,"ERG046",0,299.22,19382,19382,1571,0.078599998014397
"5447",5858,2014,"22-Apr-14","3rd Plateau/Coral Garden","Philippines",13.5197,120.955,5,"Bleaching (% of population)",3,"ERG046",0,300.92,19382,19382,1571,0.0505999987217365
"5448",5859,2012,"18-Jul-12","1st Plateau","Philippines",13.5097,120.957,5.8,"Bleaching (% of population)",25,"ERG046",6.53,302.68,25027,19382,5095,0.0503999987267889
"5449",5860,2012,"20-Jul-12","Giant Clam","Philippines",13.514,120.961,4.8,"Bleaching (% of population)",6,"ERG046",6.53,302.68,25027,19382,5671,0.0503999987267889
"5450",5861,2014,"22-Apr-14","Giant Clam","Philippines",13.514,120.961,4.8,"Bleaching (% of population)",6,"ERG046",0,300.92,25027,19382,5671,0.0505999987217365
"5451",5862,2016,"06-May-16","Giant Clam","Philippines",13.514,120.961,6.5,"Bleaching (% of population)",0,"ERG046",1.1,302.08,25027,19382,5671,0.0368079437139255
"5452",5863,2014,"23-Apr-14","Sigayan 02","Philippines",13.481,120.971,3.8,"Bleaching (% of population)",0,"ERG046",1.25,301.92,23456,5645,5645,0.0343371789654089
"5453",5864,2014,"23-Apr-14","Sigayan 01","Philippines",13.4779,120.972,12,"Bleaching (% of population)",6,"ERG046",1.25,301.92,16419,5645,5645,0.0343371789654089
"5454",5865,2016,"06-May-16","Sigayan 01","Philippines",13.4779,120.972,3.8,"Bleaching (% of population)",0,"ERG046",0,301.71,16419,5645,5645,0.0399975323914273
"5455",5866,2012,"20-Jul-12","Big Apple","Philippines",13.5221,120.975,6,"Bleaching (% of population)",0,"ERG046",6.53,302.68,19382,12744,9695,0.0503999987267889
"5456",5867,2016,"01-May-16","Subli Cove","Philippines",14.1973,120.584,5.7,"Bleaching (% of population)",14,"ERG047",1.79,303.115,130069,0,0,0.0433999989036238
"5457",5868,2012,"21-Jul-12","Kalima Steps","Philippines",13.5171,120.992,8,"Bleaching (% of population)",5,"ERG046",12.83,302.86,17151,0,0,0.0505999987217365
"5458",5869,2012,"18-Jul-12","Dungon Bay","Philippines",13.5226,120.986,5,"Bleaching (% of population)",0,"ERG046",6.53,302.68,17151,9695,0,0.0505999987217365
"5459",5870,2014,"23-Apr-14","Dungon Bay","Philippines",13.5226,120.986,5,"Bleaching (% of population)",0,"ERG046",0,301.76,17151,9695,0,0.109799997226219
"5460",5871,2014,"23-Apr-14","Dungon Bay","Philippines",13.5226,120.986,12,"Bleaching (% of population)",3,"ERG046",0,301.76,17151,9695,0,0.109799997226219
"5461",5872,2012,"21-Nov-12","Carretonan & Quilitisan MPA","Philippines",13.895,120.607,8.7,"Bleaching (% of population)",0,"ERG047",0,301.8,242531,93048,0,0.0477999987924704
"5462",5873,2016,"05-Nov-16","Hejie","Taiwan",21.9556,120.712,5,"Bleaching (% of population)",0,"ERG056",2.973333333,300.1966667,0,0,0,0.0587999985145871
"5463",5874,2016,"06-Nov-16","Hejie","Taiwan",21.9556,120.712,10,"Bleaching (% of population)",0,"ERG056",2.973333333,300.1966667,0,0,0,0.0587999985145871
"5464",5875,2017,"22-Apr-17","Hejie","Taiwan",21.9556,120.712,5.5,"Bleaching (% of population)",0,"ERG056",0.81,300.7166667,0,0,0,0.115810547533095
"5465",5876,2017,"23-Apr-17","Hejie","Taiwan",21.9556,120.712,11,"Bleaching (% of population)",0,"ERG056",0.81,300.7166667,0,0,0,0.115810547533095
"5466",5877,2017,"26-Nov-17","Hejie","Taiwan",21.9556,120.712,5,"Bleaching (% of population)",0,"ERG056",6.696666667,299.3333333,0,0,0,0.0363999990804587
"5467",5878,2017,"26-Nov-17","Hejie","Taiwan",21.9556,120.712,10,"Bleaching (% of population)",0,"ERG056",6.696666667,299.3333333,0,0,0,0.0363999990804587
"5468",5881,2013,"28-Feb-13","Maliit na Tapik","Philippines",11.7525,120.136,5,"Bleaching (% of population)",0,"ERG045",1,300.22,223772,79303,2593,0.046284537365483
"5469",5882,2014,"07-Jun-14","Maliit na Tapik","Philippines",11.7525,120.136,5,"Bleaching (% of population)",36,"ERG045",5.5,304.18,223772,79303,2593,0.0332564094162827
"5470",5883,2013,"26-May-13","Kawayan","Philippines",11.7702,120.137,5,"Bleaching (% of population)",21,"ERG045",5.41,304.01,226951,83664,805,0.0330505036332205
"5471",5884,2014,"06-Jun-14","Kawayan","Philippines",11.7702,120.137,5,"Bleaching (% of population)",6,"ERG045",5.5,304.18,226951,83664,805,0.0332564094162827
"5472",5885,2013,"28-Feb-13","Tanglaw","Philippines",11.7648,120.134,5,"Bleaching (% of population)",0,"ERG045",1,300.22,196004,82775,805,0.046284537365483
"5473",5886,2014,"07-Jun-14","Tanglaw","Philippines",11.7648,120.134,5,"Bleaching (% of population)",64,"ERG045",5.5,304.18,196004,82775,805,0.0332564094162827
"5474",5887,2013,"25-May-13","Tapik Centro","Philippines",11.7557,120.143,4.5,"Bleaching (% of population)",23,"ERG045",5.41,304.01,393925,143413,64270,0.0330505036332205
"5475",5888,2014,"06-Jun-14","Tapik Centro","Philippines",11.7557,120.143,5,"Bleaching (% of population)",13,"ERG045",5.5,304.18,393925,143413,64270,0.0332564094162827
"5476",5889,2014,"29-Mar-14","Inner Layag Layag Reef","Philippines",13.6882,120.841,4,"Bleaching (% of population)",6,"ERG047",0,299.89,0,0,0,0.065399998347857
"5477",5890,2014,"28-Mar-14","Tingloy - Poblacion Reef","Philippines",13.6642,120.869,5,"Bleaching (% of population)",0,"ERG047",1.08,300.01,0,0,0,0.0451441051397572
"5478",5891,2011,"06-Feb-11","Twin Rocks","Philippines",13.6906,120.889,5,"Bleaching (% of population)",15,"ERG047",11.67,300.43,0,0,0,0.0510861838766866
"5479",5892,2014,"15-May-14","Twin Rocks","Philippines",13.6906,120.889,5,"Bleaching (% of population)",0,"ERG047",1,303.15,0,0,0,0.0741999981255503
"5480",5893,2017,"26-Jan-17","Twin Rocks","Philippines",13.6906,120.889,6,"Bleaching (% of population)",0,"ERG047",1.45,299.38,0,0,0,0.0548216530547546
"5481",5894,2017,"23-Sep-17","Shanyuan Southern Reef","Taiwan",22.8297,121.189,4,"Bleaching (% of population)",0,"ERG056",0.93,302,0,0,0,0.055999998585321
"5482",5895,2017,"23-Sep-17","Shanyuan Central Reef","Taiwan",22.8271,121.192,6,"Bleaching (% of population)",0,"ERG056",0,300.31,0,0,0,0.055999998585321
"5483",5896,2014,"12-Sep-14","Jiamuzi Bay","Taiwan",22.8634,121.21,5,"Bleaching (% of population)",0,"ERG056",3.87,302.06,0,0,0,0.111949670983656
"5484",5897,2013,"24-Jun-13","Aslom Island","Philippines",12.2656,121.275,5.1,"Bleaching (% of population)",89,"ERG046",4.74,302.34,70902,68950,0,0.0367473044609065
"5485",5898,2013,"25-Jun-13","Target Island","Philippines",12.214,121.28,4,"Bleaching (% of population)",0,"ERG046",9.3,303.39,3839,3839,3839,0.0355887314953192
"5486",5899,2013,"25-Jun-13","Silad Island","Philippines",12.2429,121.282,5.5,"Bleaching (% of population)",238,"ERG046",9.3,303.39,48312,0,0,0.0367473044609065
"5487",5900,2013,"25-Jun-13","Silad Island","Philippines",12.2429,121.282,7.8,"Bleaching (% of population)",0,"ERG046",9.3,303.39,48312,0,0,0.0367473044609065
"5488",5901,2013,"24-Jun-13","Balatasan MPA North","Philippines",12.3173,121.359,4.7,"Bleaching (% of population)",91,"ERG046",8.23,302.76,1124548,694974,30844,0.0376014203699052
"5489",5902,2013,"23-Jun-13","Balatasan MPA South","Philippines",12.3072,121.362,2.3,"Bleaching (% of population)",84,"ERG046",5.74,302.89,1061124,80058,0,0.0373614060913474
"5490",5903,2013,"23-Jun-13","Balatasan MPA South","Philippines",12.3072,121.362,7.5,"Bleaching (% of population)",0,"ERG046",5.74,302.89,1061124,80058,0,0.0373614060913474
"5491",5904,2013,"26-Jun-13","Maasin Island, Bulalacao","Philippines",12.2633,121.387,4.8,"Bleaching (% of population)",161,"ERG046",5.52,302.58,27074,0,0,0.0367553330694881
"5492",5905,2013,"26-Jun-13","Maasin Island, Bulalacao","Philippines",12.2633,121.387,10,"Bleaching (% of population)",0,"ERG046",5.52,302.58,27074,0,0,0.0367553330694881
"5493",5906,2014,"13-Sep-14","Kihaw","Taiwan",23.1164,121.397,4,"Bleaching (% of population)",0,"ERG056",5.45,301.1,0,0,0,0.160127472972204
"5494",5907,2014,"13-Sep-14","Kihaw","Taiwan",23.1164,121.397,8,"Bleaching (% of population)",0,"ERG056",5.45,301.1,0,0,0,0.160127472972204
"5495",5908,2016,"15-Nov-16","Kihaw","Taiwan",23.1164,121.397,4.2,"Bleaching (% of population)",0,"ERG056",5.45,299.54,0,0,0,0.165630765046584
"5496",5909,2016,"15-Nov-16","Kihaw","Taiwan",23.1164,121.397,7.5,"Bleaching (% of population)",0,"ERG056",5.45,299.54,0,0,0,0.165630765046584
"5497",5910,2017,"07-May-17","Kihaw","Taiwan",23.1164,121.397,4.5,"Bleaching (% of population)",0,"ERG056",0,300.95,0,0,0,0.0704987850474737
"5498",5911,2017,"07-May-17","Kihaw","Taiwan",23.1164,121.397,7.5,"Bleaching (% of population)",0,"ERG056",0,300.95,0,0,0,0.0704987850474737
"5499",5912,2013,"26-Jun-13","Buyayao Island","Philippines",12.3829,121.452,4,"Bleaching (% of population)",288,"ERG046",9.01,302.5,16483,3605,3605,0.031999999191612
"5500",5913,2015,"20-Jun-15","Shilang","Taiwan",22.6583,121.471,5,"Bleaching (% of population)",0,"ERG056",3.95,302.47,0,0,0,0.0349999991158256
"5501",5914,2015,"20-Jun-15","Shilang","Taiwan",22.6583,121.471,10,"Bleaching (% of population)",0,"ERG056",3.95,302.47,0,0,0,0.0349999991158256
"5502",5915,2014,"01-Jun-14","Shilang","Taiwan",22.6548,121.474,5,"Bleaching (% of population)",0,"ERG056",0,303.02,0,0,0,0.0329999991663499
"5503",5916,2014,"01-Jun-14","Shilang","Taiwan",22.6548,121.474,10,"Bleaching (% of population)",0,"ERG056",0,303.02,0,0,0,0.0329999991663499
"5504",5917,2015,"20-Jun-15","Turtle Bay","Taiwan",22.6439,121.48,5,"Bleaching (% of population)",0,"ERG056",3.95,302.47,0,0,0,0.0381999990349868
"5505",5918,2015,"20-Jun-15","Turtle Bay","Taiwan",22.6439,121.48,10,"Bleaching (% of population)",0,"ERG056",3.95,302.47,0,0,0,0.0381999990349868
"5506",5919,2015,"20-Jun-15","ChaiKou","Taiwan",22.6778,121.482,5,"Bleaching (% of population)",0,"ERG056",2.52,302.33,0,0,0,0.0381999990349868
"5507",5920,2015,"20-Jun-15","ChaiKou","Taiwan",22.6778,121.482,10,"Bleaching (% of population)",0,"ERG056",2.52,302.33,0,0,0,0.0381999990349868
"5508",5921,2017,"17-Apr-17","ChaiKou","Taiwan",22.6778,121.482,5,"Bleaching (% of population)",0,"ERG056",0,299.66,0,0,0,0.0419999989389908
"5509",5922,2017,"17-Apr-17","ChaiKou","Taiwan",22.6778,121.482,10,"Bleaching (% of population)",0,"ERG056",0,299.66,0,0,0,0.0419999989389908
"5510",5923,2014,"01-Jun-14","Chaikou","Taiwan",22.6796,121.483,5,"Bleaching (% of population)",0,"ERG056",0,302.6,0,0,0,0.0379999990400393
"5511",5924,2014,"01-Jun-14","Chaikou","Taiwan",22.6796,121.483,10,"Bleaching (% of population)",0,"ERG056",0,302.6,0,0,0,0.0379999990400393
"5512",5925,2016,"06-Jun-16","Chaikou","Taiwan",22.6796,121.483,5,"Bleaching (% of population)",0,"ERG056",0,302.17,0,0,0,0.0357999990956159
"5513",5926,2016,"06-Jun-16","Chaikou","Taiwan",22.6796,121.483,10,"Bleaching (% of population)",0,"ERG056",0,302.17,0,0,0,0.0357999990956159
"5514",5929,2017,"17-Apr-17","General Rock","Taiwan",22.6775,121.497,5,"Bleaching (% of population)",0,"ERG056",0,299.45,0,0,0,0.0419999989389908
"5515",5930,2017,"17-Apr-17","General Rock","Taiwan",22.6775,121.497,10,"Bleaching (% of population)",0,"ERG056",0,299.45,0,0,0,0.0419999989389908
"5516",5931,2014,"01-Jun-14","Jiangjunyan","Taiwan",22.6776,121.498,5,"Bleaching (% of population)",0,"ERG056",0,302.65,0,0,0,0.0379999990400393
"5517",5932,2014,"01-Jun-14","Jiangjunyan","Taiwan",22.6776,121.498,10,"Bleaching (% of population)",0,"ERG056",0,302.65,0,0,0,0.0379999990400393
"5518",5933,2012,"23-May-12","Sitio Puntang Kabayo, Barangay Pagkilatan","Philippines",13.6307,121.054,3,"Bleaching (% of population)",0,"ERG047",2.756,302.65,0,0,0,0.0663999983225949
"5519",5934,2012,"24-May-12","Pinagbakahan Central, Barangay Pagkilatan","Philippines",13.6274,121.057,4,"Bleaching (% of population)",10,"ERG047",2.756,302.65,0,0,0,0.0663999983225949
"5520",5935,2012,"24-May-12","Pinagbakahan Ibaba, Barangay Pagkilatan","Philippines",13.6294,121.063,3.5,"Bleaching (% of population)",10,"ERG047",2.756,302.65,0,0,0,0.0315405256900571
"5521",5936,2014,"02-May-14","Yeyou Harbor","Taiwan",22.051,121.511,5,"Bleaching (% of population)",0,"ERG056",0,300.5685714,0,0,0,0.0895223883108648
"5522",5937,2014,"02-May-14","Yeyou Harbor","Taiwan",22.051,121.511,10,"Bleaching (% of population)",0,"ERG056",0,300.5685714,0,0,0,0.0895223883108648
"5523",5938,2014,"14-Sep-14","Shitiping","Taiwan",23.4834,121.515,10,"Bleaching (% of population)",7,"ERG056",3.1,302.41,0,0,0,0.122405413574446
"5524",5939,2014,"02-May-14","Hutoupo","Taiwan",22.0398,121.52,5,"Bleaching (% of population)",0,"ERG056",0,300.5685714,0,0,0,0.0895223883108648
"5525",5940,2014,"02-May-14","Hutoupo","Taiwan",22.0398,121.52,10,"Bleaching (% of population)",0,"ERG056",0,300.5685714,0,0,0,0.0895223883108648
"5526",5941,2015,"03-May-15","Langdao Harbor","Taiwan",22.0811,121.53,5,"Bleaching (% of population)",0,"ERG056",0,301.25,0,0,0,0.0411999989592005
"5527",5942,2015,"03-May-15","Langdao Harbor","Taiwan",22.0811,121.53,10,"Bleaching (% of population)",0,"ERG056",0,301.25,0,0,0,0.0411999989592005
"5528",5943,2015,"03-May-15","Maiden Rock","Taiwan",22.0822,121.518,5,"Bleaching (% of population)",0,"ERG056",0,301.44,0,0,0,0.029199999262346
"5529",5944,2015,"03-May-15","Maiden Rock","Taiwan",22.0822,121.518,10,"Bleaching (% of population)",0,"ERG056",0,301.44,0,0,0,0.029199999262346
"5530",5945,2017,"10-Aug-17","Xinshe","Taiwan",23.6544,121.544,2.5,"Bleaching (% of population)",0,"ERG056",2.29,301.82,0,0,0,0.180163493547547
"5531",5946,2015,"03-May-15","Hen Rock","Taiwan",22.0831,121.558,5,"Bleaching (% of population)",0,"ERG056",0,301.25,0,0,0,0.0411999989592005
"5532",5947,2015,"03-May-15","Hen Rock","Taiwan",22.0831,121.558,10,"Bleaching (% of population)",0,"ERG056",0,301.25,0,0,0,0.0411999989592005
"5533",5948,2014,"17-Aug-14","Yeliu","Taiwan",25.2115,121.699,5,"Bleaching (% of population)",0,"ERG056",3.9,300.73,0,0,0,0.406220464515456
"5534",5949,2014,"17-Aug-14","Yeliu","Taiwan",25.2115,121.699,10,"Bleaching (% of population)",0,"ERG056",3.9,300.73,0,0,0,0.406220464515456
"5535",5950,2015,"16-Aug-15","Yeliu","Taiwan",25.2115,121.699,5,"Bleaching (% of population)",0,"ERG056",2.36,300.7,0,0,0,0.0819249159631894
"5536",5951,2015,"16-Aug-15","Yeliu","Taiwan",25.2115,121.699,10,"Bleaching (% of population)",0,"ERG056",2.36,300.7,0,0,0,0.0819249159631894
"5537",5952,2017,"13-Aug-17","Yeliou","Taiwan",25.2079,121.695,5,"Bleaching (% of population)",0,"ERG056",2.26,302.17,0,0,0,0.0713999981962843
"5538",5953,2017,"13-Aug-17","Yeliou","Taiwan",25.2079,121.695,10,"Bleaching (% of population)",0,"ERG056",2.26,302.17,0,0,0,0.0713999981962843
"5539",5954,2016,"06-Jun-16","Shilang","Taiwan",22.6547,121.47,5,"Bleaching (% of population)",0,"ERG056",5.65,301.76,0,0,0,0.0275999993027654
"5540",5955,2016,"06-Jun-16","Shilang","Taiwan",22.6547,121.47,10,"Bleaching (% of population)",0,"ERG056",5.65,301.76,0,0,0,0.0275999993027654
"5541",5958,2017,"19-Aug-17","Chaojing protected area","Taiwan",25.1453,121.806,5,"Bleaching (% of population)",4,"ERG056",8.19,301.17,0,0,0,0.127846828134442
"5542",5959,2017,"19-Aug-17","Chaojing protected area","Taiwan",25.1453,121.806,10,"Bleaching (% of population)",4,"ERG056",8.19,301.17,0,0,0,0.127846828134442
"5543",5961,2017,"17-Apr-17","Gongguanbi","Taiwan",22.6798,121.489,5,"Bleaching (% of population)",0,"ERG056",0,299.45,0,0,0,0.0419999989389908
"5544",5962,2017,"17-Apr-17","Gongguanbi","Taiwan",22.6798,121.489,10,"Bleaching (% of population)",0,"ERG056",0,299.45,0,0,0,0.0419999989389908
"5545",5963,2014,"05-Jul-14","Shen'ao 1","Taiwan",25.1355,121.82,5,"Bleaching (% of population)",0,"ERG056",1.28,302.39,0,0,0,0.0657999983377522
"5546",5964,2014,"05-Jul-14","Shen'ao 1","Taiwan",25.1355,121.82,10,"Bleaching (% of population)",0,"ERG056",1.28,302.39,0,0,0,0.0657999983377522
"5547",5965,2015,"23-Sep-15","Shen'ao 1","Taiwan",25.1355,121.82,5,"Bleaching (% of population)",0,"ERG056",0,298.76,0,0,0,0.087999997776933
"5548",5966,2015,"23-Sep-15","Shen'ao 1","Taiwan",25.1355,121.82,10,"Bleaching (% of population)",0,"ERG056",0,298.76,0,0,0,0.087999997776933
"5549",5967,2014,"05-Jul-14","Shen'ao 2","Taiwan",25.1355,121.82,5,"Bleaching (% of population)",0,"ERG056",1.28,302.39,0,0,0,0.0657999983377522
"5550",5968,2014,"05-Jul-14","Shen'ao 2","Taiwan",25.1355,121.82,10,"Bleaching (% of population)",0,"ERG056",1.28,302.39,0,0,0,0.0657999983377522
"5551",5969,2016,"06-Jun-16","Dabaisha","Taiwan",22.6375,121.491,5,"Bleaching (% of population)",1,"ERG056",9.43,302.5,0,0,0,0.0357999990956159
"5552",5970,2016,"06-Jun-16","Dabaisha","Taiwan",22.6375,121.491,10,"Bleaching (% of population)",1,"ERG056",9.43,302.5,0,0,0,0.0357999990956159
