"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value","MPA","STATUS_YR","gmw1km"
"4166",2015,"17-Sep-15","Lobster Bay","Malaysia",2.57061,104.322,3.5,"Bleaching (% of population)",0,"ERG049",3.65,301.64,0,0,0,0.0440978728419545,"Non MPA","Non MPA",NA
"4169",2012,"11-Apr-12","Lobster Bay","Malaysia",2.57361,104.325,4,"Bleaching (% of population)",81,"ERG049",1.17,302.08,0,0,0,0.0379999990400393,"Non MPA","Non MPA",NA
"4170",2013,"19-Mar-13","Lobster Bay","Malaysia",2.57361,104.325,3,"Bleaching (% of population)",0,"ERG049",1.29,302.48,0,0,0,0.047999998787418,"Non MPA","Non MPA",NA
"4171",2014,"06-Aug-14","Lobster Bay","Malaysia",2.57361,104.325,3.5,"Bleaching (% of population)",0,"ERG049",1.17,302.05,0,0,0,0.0443231531372932,"Non MPA","Non MPA",NA
"4172",2013,"19-Mar-13","Tridacna Bay/Soyak North","Malaysia",2.59667,104.327,10,"Bleaching (% of population)",0,"ERG049",1.38,302.38,0,0,0,0.047999998787418,"MPA","MPA",NA
"4173",2014,"31-May-14","Tridacna Bay/Soyak North","Malaysia",2.59667,104.327,7,"Bleaching (% of population)",4,"ERG049",1.23,303.35,0,0,0,0.0487999987672083,"MPA","MPA",NA
"4174",2014,"06-Aug-14","Tridacna Bay/Soyak North","Malaysia",2.59667,104.327,10,"Bleaching (% of population)",0,"ERG049",0,301.73,0,0,0,0.0443231531372932,"MPA","MPA",NA
"4175",2015,"17-Sep-15","Tridacna Bay/Soyak North","Malaysia",2.59667,104.327,10,"Bleaching (% of population)",0,"ERG049",1.58,301.75,0,0,0,0.0440978728419545,"MPA","MPA",NA
"4178",2014,"04-Apr-14","Soyak South","Malaysia",2.59667,104.327,5,"Bleaching (% of population)",0,"ERG049",0,302.8,0,0,0,0.0345999991259305,"MPA","MPA",NA
"4179",2012,"07-Apr-12","Sepoi Island","Malaysia",2.89794,104.05,4,"Bleaching (% of population)",0,"ERG049",3.68,302.98,0,0,0,0.0455999988480471,"MPA","MPA",NA
"4180",2012,"07-Apr-12","Sepoi Island","Malaysia",2.89794,104.05,8,"Bleaching (% of population)",0,"ERG049",3.68,302.98,0,0,0,0.0455999988480471,"MPA","MPA",NA
"4181",2012,"12-Apr-12","Old Man of the Sea","Malaysia",2.58142,104.338,5,"Bleaching (% of population)",0,"ERG049",1.17,302.08,0,0,0,0.0379999990400393,"MPA","MPA",NA
"4182",2012,"12-Apr-12","Old Man of the Sea","Malaysia",2.58142,104.338,11,"Bleaching (% of population)",0,"ERG049",1.17,302.08,0,0,0,0.0379999990400393,"MPA","MPA",NA
"4183",2013,"20-Mar-13","Old Man of the Sea","Malaysia",2.58142,104.338,8,"Bleaching (% of population)",0,"ERG049",1.01,302.23,0,0,0,0.047999998787418,"MPA","MPA",NA
"4184",2015,"17-Sep-15","Bumphead Bay","Malaysia",2.58444,104.336,10,"Bleaching (% of population)",0,"ERG049",1.58,301.75,0,0,0,0.0440978728419545,"MPA","MPA",NA
"4187",2012,"11-Apr-12","Slasher Beach","Malaysia",2.565,104.342,7,"Bleaching (% of population)",0,"ERG049",1.17,302.08,0,0,0,0.0485999987722607,"MPA","MPA",NA
"4188",2012,"25-Apr-12","Bumphead Bay","Malaysia",2.5815,104.335,4,"Bleaching (% of population)",0,"ERG049",1.17,302.5,0,0,0,0.0379999990400393,"MPA","MPA",NA
"4189",2012,"25-Apr-12","Bumphead Bay","Malaysia",2.5815,104.335,11,"Bleaching (% of population)",0,"ERG049",1.17,302.5,0,0,0,0.0379999990400393,"MPA","MPA",NA
"4190",2013,"20-Mar-13","Bumphead Bay","Malaysia",2.5815,104.335,10,"Bleaching (% of population)",0,"ERG049",1.01,302.23,0,0,0,0.047999998787418,"MPA","MPA",NA
"4191",2014,"06-Aug-14","Bumphead Bay","Malaysia",2.5815,104.335,10,"Bleaching (% of population)",0,"ERG049",1.17,302.05,0,0,0,0.0443231531372932,"MPA","MPA",NA
"4192",2012,"21-May-12","S1-D2 Pulau Lang","Malaysia",2.45989,104.489,5.1,"Bleaching (% of population)",0,"ERG049",1.42,303.42,0,0,0,0.0689999982569134,"Non MPA","Non MPA",NA
"4193",2012,"06-Oct-12","Buntut Meriam","Malaysia",2.231,104.052,8,"Bleaching (% of population)",0,"ERG049",0,301.73,4465,4465,0,0.0444889690505654,"MPA","MPA",NA
"4194",2013,"23-Sep-13","Buntut Meriam","Malaysia",2.231,104.052,7,"Bleaching (% of population)",0,"ERG049",3.37,302.78,4465,4465,0,0.0521397082787997,"MPA","MPA",NA
"4195",2014,"27-Aug-14","Buntut Meriam","Malaysia",2.231,104.052,7,"Bleaching (% of population)",0,"ERG049",0,302.82,4465,4465,0,0.0381035166253639,"MPA","MPA",NA
"4196",2015,"27-Jul-15","Buntut Meriam","Malaysia",2.231,104.052,6.5,"Bleaching (% of population)",0,"ERG049",1,303.14,4465,4465,0,0.154599996094476,"MPA","MPA",NA
"4199",2015,"27-Jul-15","The Coconut","Malaysia",2.22611,104.053,2.5,"Bleaching (% of population)",0,"ERG049",1,303.14,4465,4465,0,0.154599996094476,"MPA","MPA",NA
"4202",2012,"30-Jun-12","Sepoi","Malaysia",2.90019,104.051,12,"Bleaching (% of population)",0,"ERG049",0,302.06,0,0,0,0.0837999978830339,"MPA","MPA",NA
"4203",2013,"30-Mar-13","Sepoi","Malaysia",2.90019,104.051,12,"Bleaching (% of population)",0,"ERG049",0,303.02,0,0,0,0.0491999987571035,"MPA","MPA",NA
"4204",2011,"18-Jun-11","Labas","Malaysia",2.88864,104.065,6.7,"Bleaching (% of population)",0,"ERG049",0,302.2,0,0,0,0.0667999983124901,"MPA","MPA",NA
"4205",2014,"27-May-14","Labas","Malaysia",2.88864,104.065,7,"Bleaching (% of population)",5,"ERG049",1.31,302.73,0,0,0,0.0535999986459501,"MPA","MPA",NA
"4206",2015,"05-May-15","Labas","Malaysia",2.88864,104.065,7,"Bleaching (% of population)",0,"ERG049",0,303.48,0,0,0,0.0679999982821755,"MPA","MPA",NA
"4209",2013,"23-Sep-13","Rimba","Malaysia",2.23453,104.061,7,"Bleaching (% of population)",0,"ERG049",3.37,302.78,4465,4465,0,0.050801949936147,"MPA","0",NA
"4210",2011,"18-Jun-11","Sepoi","Malaysia",2.89806,104.052,6,"Bleaching (% of population)",0,"ERG049",0,302.2,0,0,0,0.0647999983630143,"MPA","MPA",NA
"4211",2014,"27-May-14","Sepoi","Malaysia",2.89806,104.052,8,"Bleaching (% of population)",0,"ERG049",1.31,302.73,0,0,0,0.0539999986358453,"MPA","MPA",NA
"4212",2015,"05-May-15","Sepoi","Malaysia",2.89806,104.052,8,"Bleaching (% of population)",0,"ERG049",0,303.48,0,0,0,0.0579999985347968,"MPA","MPA",NA
"4215",2012,"21-May-12","Tk. Jawa, Dayang","Malaysia",2.47753,104.505,7,"Bleaching (% of population)",0,"ERG049",1.42,303.42,0,0,0,0.0689999982569134,"MPA","MPA",NA
"4216",2012,"23-May-12","Tk Miyang","Malaysia",2.45219,104.502,5.7,"Bleaching (% of population)",0,"ERG049",1.27,302.58,0,0,0,0.0689999982569134,"Non MPA","Non MPA",NA
"4217",2012,"22-May-12","Tk Rekai/Teluk Teluran","Malaysia",2.46119,104.527,7.6,"Bleaching (% of population)",0,"ERG049",1.42,303.42,0,0,0,0.0717999981861794,"MPA","MPA",NA
"4218",2012,"22-May-12","Tk. Air Nenek","Malaysia",2.42869,104.538,6.5,"Bleaching (% of population)",0,"ERG049",1.39,303.46,0,0,0,0.0567999985651113,"MPA","MPA",NA
"4219",2012,"21-Apr-12","Labas","Malaysia",2.88839,104.067,9,"Bleaching (% of population)",0,"ERG049",3.68,302.76,0,0,0,0.0457999988429947,"MPA","MPA",NA
"4220",2012,"21-Apr-12","Labas","Malaysia",2.88839,104.067,10,"Bleaching (% of population)",0,"ERG049",3.68,302.76,0,0,0,0.0457999988429947,"MPA","MPA",NA
"4221",2012,"26-Jun-12","Labas","Malaysia",2.88839,104.067,7,"Bleaching (% of population)",0,"ERG049",0,302.91,0,0,0,0.081399997943663,"MPA","MPA",NA
"4222",2013,"31-Mar-13","Labas","Malaysia",2.88839,104.067,7,"Bleaching (% of population)",0,"ERG049",0,303.02,0,0,0,0.0483999987773132,"MPA","MPA",NA
"4223",2012,"24-Mar-12","Chebah","Malaysia",2.93197,104.097,5,"Bleaching (% of population)",0,"ERG049",1.02,302.44,22577,0,0,0.0401999989844626,"MPA","MPA",NA
"4224",2012,"24-Mar-12","Chebah","Malaysia",2.93197,104.097,9.5,"Bleaching (% of population)",0,"ERG049",1.02,302.44,22577,0,0,0.0401999989844626,"MPA","MPA",NA
"4225",2013,"23-Sep-13","Sibu Tengah House Reef","Malaysia",2.18356,104.096,3,"Bleaching (% of population)",0,"ERG049",6.45,302.79,2614,2614,0,0.0538119048713187,"MPA","MPA",NA
"4226",2013,"22-Sep-13","Beach 3","Malaysia",2.18781,104.098,4,"Bleaching (% of population)",0,"ERG049",6.45,302.79,2614,2614,0,0.0538119048713187,"MPA","MPA",NA
"4227",2014,"27-Aug-14","Beach 3","Malaysia",2.18781,104.098,4,"Bleaching (% of population)",0,"ERG049",0,303.06,2614,2614,0,0.0394896541748212,"MPA","MPA",NA
"4228",2015,"28-Jul-15","Beach 3","Malaysia",2.18781,104.098,4,"Bleaching (% of population)",0,"ERG049",0,303.14,2614,2614,0,0.128399996756343,"MPA","MPA",NA
"4231",2014,"04-May-14","Malang Rock","Malaysia",2.90231,104.102,7.7,"Bleaching (% of population)",0,"ERG049",1.22,303.88,22577,22577,11657,0.0513999987015268,"MPA","MPA",NA
"4232",2015,"06-May-15","Malang Rock","Malaysia",2.90231,104.102,8,"Bleaching (% of population)",0,"ERG049",0,301.48,22577,22577,11657,0.0441999988834141,"MPA","MPA",NA
"4233",2012,"22-Apr-12","Batu Malang","Malaysia",2.90389,104.104,5,"Bleaching (% of population)",0,"ERG049",3.53,302.9,22577,22577,22577,0.0435999988985714,"MPA","MPA",NA
"4234",2012,"22-Apr-12","Batu Malang","Malaysia",2.90389,104.104,9,"Bleaching (% of population)",0,"ERG049",3.53,302.9,22577,22577,22577,0.0435999988985714,"MPA","MPA",NA
"4235",2012,"14-Jun-12","Batu Malang","Malaysia",2.90389,104.104,6,"Bleaching (% of population)",0,"ERG049",1.48,301.1,22577,22577,22577,0.0873999977920903,"MPA","MPA",NA
"4236",2013,"30-Mar-13","Batu Malang","Malaysia",2.90389,104.104,7,"Bleaching (% of population)",0,"ERG049",2.2,301.92,22577,22577,22577,0.0473999988025753,"MPA","MPA",NA
"4239",2012,"06-Oct-12","Malang Acha","Malaysia",2.184,104.107,8,"Bleaching (% of population)",0,"ERG049",1.66,303.64,2614,0,0,0.110199997216114,"MPA","MPA",NA
"4240",2013,"23-Sep-13","Malang Acha","Malaysia",2.184,104.107,8,"Bleaching (% of population)",0,"ERG049",6.45,302.79,2614,0,0,0.0538119048713187,"MPA","MPA",NA
"4241",2014,"27-Aug-14","Malang Acha","Malaysia",2.184,104.107,8,"Bleaching (% of population)",0,"ERG049",0,303.06,2614,0,0,0.0394896541748212,"MPA","MPA",NA
"4242",2015,"27-Jul-15","Malang Acha","Malaysia",2.184,104.107,7.5,"Bleaching (% of population)",0,"ERG049",0,303.14,2614,0,0,0.0995999974838924,"MPA","MPA",NA
"4245",2011,"21-Jun-11","Fan Canyon","Malaysia",2.91083,104.113,7.3,"Bleaching (% of population)",0,"ERG049",0,302.05,22577,22577,21671,0.057399998549954,"MPA","MPA",NA
"4246",2012,"29-Jun-12","Fan Canyon","Malaysia",2.91083,104.113,7,"Bleaching (% of population)",0,"ERG049",1.6,302.01,22577,22577,21671,0.0913999976910418,"MPA","MPA",NA
"4247",2013,"30-Mar-13","Fan Canyon","Malaysia",2.91083,104.113,7,"Bleaching (% of population)",0,"ERG049",0,301.92,22577,22577,21671,0.045199998858152,"MPA","MPA",NA
"4248",2014,"27-May-14","Fan Canyon","Malaysia",2.91083,104.113,6,"Bleaching (% of population)",0,"ERG049",3.48,303.32,22577,22577,21671,0.0499999987368938,"MPA","MPA",NA
"4249",2015,"05-May-15","Fan Canyon","Malaysia",2.91083,104.113,6,"Bleaching (% of population)",0,"ERG049",0,303.29,22577,22577,21671,0.0373999990551965,"MPA","MPA",NA
"4252",2011,"16-May-11","Batu Malang","Malaysia",2.90361,104.113,8,"Bleaching (% of population)",130,"ERG049",0,302.27,22577,22577,0,0.037199999060249,"MPA","MPA",NA
"4253",2011,"17-Jun-11","Batu Malang","Malaysia",2.90361,104.113,7,"Bleaching (% of population)",40,"ERG049",0,302.05,22577,22577,0,0.057399998549954,"MPA","MPA",NA
"4254",2011,"17-Jun-11","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,7.3,"Bleaching (% of population)",0,"ERG049",0,302.19,22577,22577,22577,0.057399998549954,"Non MPA","Non MPA",NA
"4255",2012,"30-Jun-12","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,10,"Bleaching (% of population)",0,"ERG049",1.48,301.98,22577,22577,22577,0.0913999976910418,"Non MPA","Non MPA",NA
"4256",2013,"31-Mar-13","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,7,"Bleaching (% of population)",0,"ERG049",2.2,301.92,22577,22577,22577,0.045199998858152,"Non MPA","Non MPA",NA
"4257",2014,"27-May-14","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,7,"Bleaching (% of population)",0,"ERG049",2.93,302.38,22577,22577,22577,0.0499999987368938,"Non MPA","Non MPA",NA
"4258",2015,"06-May-15","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,8,"Bleaching (% of population)",0,"ERG049",0,301.48,22577,22577,22577,0.0373999990551965,"Non MPA","Non MPA",NA
"4261",2015,"27-Jul-15","Sibu Kukus","Malaysia",2.17828,104.109,3.5,"Bleaching (% of population)",0,"ERG049",0,303.14,2614,0,0,0.0995999974838924,"MPA","MPA",NA
"4264",2013,"22-Sep-13","Sibu Hujung","Malaysia",2.17289,104.112,5.5,"Bleaching (% of population)",0,"ERG049",6.45,302.79,2614,0,0,0.0538119048713187,"MPA","MPA",NA
"4265",2015,"27-Jul-15","Sibu Hujung","Malaysia",2.17289,104.112,5.5,"Bleaching (% of population)",0,"ERG049",0,303.14,2614,0,0,0.0995999974838924,"MPA","MPA",NA
"4268",2012,"05-Oct-12","P. Mentinggi","Malaysia",2.27333,104.116,5,"Bleaching (% of population)",0,"ERG049",0,301.16,64534,53292,0,0.0436558338787941,"MPA","MPA",NA
"4269",2013,"25-Sep-13","P. Mentinggi","Malaysia",2.27333,104.116,4,"Bleaching (% of population)",0,"ERG049",7.5,302.13,64534,53292,0,0.050801949936147,"MPA","MPA",NA
"4270",2014,"26-Aug-14","P. Mentinggi","Malaysia",2.27333,104.116,4,"Bleaching (% of population)",0,"ERG049",0,302.38,64534,53292,0,0.0394541908208754,"MPA","MPA",NA
"4271",2015,"29-Jul-15","P. Mentinggi","Malaysia",2.27333,104.116,4,"Bleaching (% of population)",0,"ERG049",2.85,301.94,64534,53292,0,0.116599997054436,"MPA","MPA",NA
"4274",2012,"05-Oct-12","P. Tinggi/Tanjung Gua Sumbang","Malaysia",2.31317,104.126,6,"Bleaching (% of population)",0,"ERG049",0,301.16,64534,0,0,0.113999997120118,"Non MPA","Non MPA",NA
"4275",2013,"25-Sep-13","P. Tinggi/Tanjung Gua Sumbang","Malaysia",2.31317,104.126,5,"Bleaching (% of population)",0,"ERG049",8.21,302.13,64534,0,0,0.0489195253914077,"Non MPA","Non MPA",NA
"4276",2014,"26-Aug-14","P. Tinggi/Tanjung Gua Sumbang","Malaysia",2.31317,104.126,5,"Bleaching (% of population)",0,"ERG049",0,301.73,64534,0,0,0.0410720227719572,"Non MPA","Non MPA",NA
"4277",2015,"28-Jul-15","P. Tinggi/Tanjung Gua Sumbang","Malaysia",2.31317,104.126,5,"Bleaching (% of population)",0,"ERG049",0,302.67,64534,0,0,0.0372744862008116,"Non MPA","Non MPA",NA
"4280",2012,"06-Oct-12","P. Nanga","Malaysia",2.27117,104.127,7,"Bleaching (% of population)",0,"ERG049",0,301.16,64534,0,0,0.0436558338787941,"MPA","MPA",NA
"4281",2013,"25-Sep-13","P. Nanga","Malaysia",2.27117,104.127,7,"Bleaching (% of population)",0,"ERG049",7.5,302.13,64534,0,0,0.050801949936147,"MPA","MPA",NA
"4282",2014,"26-Aug-14","P. Nanga","Malaysia",2.27117,104.127,7,"Bleaching (% of population)",0,"ERG049",0,302.38,64534,0,0,0.0394541908208754,"MPA","MPA",NA
"4283",2015,"28-Jul-15","P. Nanga","Malaysia",2.27117,104.127,7,"Bleaching (% of population)",0,"ERG049",1.28,303.25,64534,0,0,0.116599997054436,"MPA","MPA",NA
"4286",2014,"05-Mar-14","Melina Undisturbed","Malaysia",2.74017,104.132,3,"Bleaching (% of population)",0,"ERG049",0,300.82,7430,7430,7430,0.042992260252332,"MPA","MPA",NA
"4287",2014,"27-Apr-14","Melina Undisturbed","Malaysia",2.74017,104.132,4,"Bleaching (% of population)",0,"ERG049",0,303.26,7430,7430,7430,0.0381899895023512,"MPA","MPA",NA
"4288",2014,"23-Apr-14","Renggis South","Malaysia",2.80947,104.135,6,"Bleaching (% of population)",0,"ERG049",0.6925,303.5725,9912,0,0,0.039999998989515,"Non MPA","Non MPA",NA
"4289",2012,"03-Jun-12","Renggis West","Malaysia",2.81056,104.135,8,"Bleaching (% of population)",0,"ERG049",1.3925,302.3975,9912,0,0,0.105399997337372,"MPA","MPA",NA
"4290",2013,"04-Apr-13","Batu Nipah","Malaysia",2.73214,104.135,5,"Bleaching (% of population)",0,"ERG049",0,302.68,7430,7430,6505,0.0439999988884665,"MPA","MPA",NA
"4291",2015,"25-Aug-15","Batu Nipah","Malaysia",2.73214,104.135,4.5,"Bleaching (% of population)",0,"ERG049",2.58,301.49,7430,7430,6505,0.0462183474562795,"MPA","MPA",NA
"4293",2013,"15-Mar-13","Renggis North 2","Malaysia",2.81053,104.136,10,"Bleaching (% of population)",0,"ERG049",0.595,302.63,9912,0,0,0.0393999990046723,"Non MPA","Non MPA",NA
"4294",2012,"23-Mar-12","Renggis North Side","Malaysia",2.81,104.136,5,"Bleaching (% of population)",0,"ERG049",1.515,302.385,9912,0,0,0.0425405573992085,"Non MPA","Non MPA",NA
"4295",2012,"23-Mar-12","Renggis North Side","Malaysia",2.81,104.136,9,"Bleaching (% of population)",0,"ERG049",1.515,302.385,9912,0,0,0.0425405573992085,"Non MPA","Non MPA",NA
"4296",2012,"11-Apr-12","Renggis North Side","Malaysia",2.81,104.136,8,"Bleaching (% of population)",0,"ERG049",2.9125,303.0475,9912,0,0,0.0423999989288859,"Non MPA","Non MPA",NA
"4297",2013,"11-Apr-13","Renggis North Side","Malaysia",2.81,104.136,8,"Bleaching (% of population)",0,"ERG049",0.9325,303.7175,9912,0,0,0.0356842373190617,"Non MPA","Non MPA",NA
"4298",2014,"31-May-14","Renggis North Side","Malaysia",2.81,104.136,6,"Bleaching (% of population)",4,"ERG049",1.9125,302.46,9912,0,0,0.057399998549954,"Non MPA","Non MPA",NA
"4299",2015,"29-Jun-15","Renggis North Side","Malaysia",2.81,104.136,8,"Bleaching (% of population)",0,"ERG049",0.8325,303.565,9912,0,0,0.0725999981659697,"Non MPA","Non MPA",NA
"4302",2011,"29-May-11","Renggis Island North Side","Malaysia",2.80936,104.135,5,"Bleaching (% of population)",0,"ERG049",0,303.105,9912,0,0,0.0323999991815072,"Non MPA","Non MPA",NA
"4303",2011,"07-Oct-11","Renggis Island North Side","Malaysia",2.80936,104.135,5.5,"Bleaching (% of population)",0,"ERG049",0.2575,303.285,9912,0,0,0.0542124453055098,"Non MPA","Non MPA",NA
"4304",2012,"11-Apr-12","Soyak South","Malaysia",2.87467,104.147,8,"Bleaching (% of population)",0,"ERG049",6.16,303.77,0,0,0,0.0392916656740757,"MPA","MPA",NA
"4305",2013,"16-Mar-13","Soyak South","Malaysia",2.87467,104.147,6,"Bleaching (% of population)",1,"ERG049",0,301.86,0,0,0,0.0431999989086762,"MPA","MPA",NA
"4306",2015,"10-Aug-15","Soyak South","Malaysia",2.87467,104.147,5,"Bleaching (% of population)",0,"ERG049",5.35,302.69,0,0,0,0.0459728267301616,"MPA","MPA",NA
"4309",2012,"03-Jun-12","Soyak North","Malaysia",2.87586,104.148,10,"Bleaching (% of population)",0,"ERG049",1.6,302.87,0,0,0,0.0386530551565978,"MPA","MPA",NA
"4310",2013,"28-Mar-13","Soyak North","Malaysia",2.87586,104.148,10,"Bleaching (% of population)",0,"ERG049",0,301.92,0,0,0,0.0431999989086762,"MPA","MPA",NA
"4311",2015,"29-Jun-15","Soyak North","Malaysia",2.87586,104.148,8,"Bleaching (% of population)",0,"ERG049",1,303.33,0,0,0,0.0455328946229111,"MPA","MPA",NA
"4313",2012,"05-Oct-12","P. Ibol","Malaysia",2.303,104.149,7,"Bleaching (% of population)",0,"ERG049",0,301.16,0,0,0,0.0446673926718363,"MPA","MPA",NA
"4314",2013,"25-Sep-13","P. Ibol","Malaysia",2.303,104.149,6,"Bleaching (% of population)",0,"ERG049",8.21,302.13,0,0,0,0.0489195253914077,"MPA","MPA",NA
"4315",2014,"27-Aug-14","P. Ibol","Malaysia",2.303,104.149,6,"Bleaching (% of population)",0,"ERG049",0,302.72,0,0,0,0.0410866105323128,"MPA","MPA",NA
"4316",2015,"28-Jul-15","P. Ibol","Malaysia",2.303,104.149,6,"Bleaching (% of population)",0,"ERG049",0,302.67,0,0,0,0.0765999980649212,"MPA","MPA",NA
"4319",2014,"05-Apr-14","Tekek House Reef","Malaysia",2.816,104.151,6.5,"Bleaching (% of population)",0,"ERG049",0,302.7,0,0,0,0.0385528982656156,"Non MPA","Non MPA",NA
"4320",2014,"23-Apr-14","Tekek House Reef","Malaysia",2.816,104.151,5,"Bleaching (% of population)",0,"ERG049",0.6925,303.5725,0,0,0,0.0385528982656156,"Non MPA","Non MPA",NA
"4321",2015,"25-Aug-15","Tekek House Reef","Malaysia",2.816,104.151,5,"Bleaching (% of population)",0,"ERG049",8.08,301.5575,0,0,0,0.0472154590639976,"Non MPA","Non MPA",NA
"4324",2013,"18-Mar-13","Mukut","Malaysia",2.71908,104.152,6,"Bleaching (% of population)",0,"ERG049",0,302.17,7430,0,0,0.0435728091632602,"MPA","MPA",NA
"4325",2013,"11-Apr-13","Abect House Reef","Malaysia",2.81811,104.154,6,"Bleaching (% of population)",0,"ERG049",0.9325,303.7175,0,0,0,0.0350658719410251,"Non MPA","Non MPA",NA
"4326",2014,"24-Apr-14","Abect House Reef","Malaysia",2.81811,104.154,5,"Bleaching (% of population)",0,"ERG049",0.6925,303.5725,0,0,0,0.0382473037120155,"Non MPA","Non MPA",NA
"4327",2011,"29-May-11","Soyak Island","Malaysia",2.81669,104.151,5,"Bleaching (% of population)",0,"ERG049",0,303.105,0,0,0,0.0389596704519379,"Non MPA","Non MPA",NA
"4328",2011,"18-Jun-11","Soyak Island","Malaysia",2.81669,104.151,7,"Bleaching (% of population)",0,"ERG049",0,301.975,0,0,0,0.0385396537263242,"Non MPA","Non MPA",NA
"4329",2011,"07-Oct-11","Soyak Island","Malaysia",2.81669,104.151,8,"Bleaching (% of population)",0,"ERG049",0.2575,303.285,0,0,0,0.0542124453055098,"Non MPA","Non MPA",NA
"4331",2011,"09-Oct-11","Terek House Reef","Malaysia",2.81503,104.152,5,"Bleaching (% of population)",0,"ERG049",0.2575,303.285,0,0,0,0.0542124453055098,"Non MPA","Non MPA",NA
"4332",2013,"03-Apr-13","Jahat West","Malaysia",2.66144,104.166,7,"Bleaching (% of population)",0,"ERG049",0,303.59,0,0,0,0.0495999987469986,"MPA","MPA",NA
"4333",2011,"28-Jul-11","Batu Penyu","Malaysia",1.87842,109.76,6.7,"Bleaching (% of population)",0,"ERG049",2.21,304.43,0,0,0,0.152399996150052,"MPA","MPA",NA
"4334",2013,"30-Mar-13","Talang Kecil West","Malaysia",1.89461,109.766,6,"Bleaching (% of population)",5,"ERG049",2.61,303.5,0,0,0,0.362999990829849,"MPA","MPA",NA
"4335",2013,"30-Mar-13","Talang Kecil East","Malaysia",1.89419,109.77,5,"Bleaching (% of population)",20,"ERG049",2.61,303.5,0,0,0,0.362999990829849,"MPA","MPA",NA
"4336",2011,"28-Jul-11","Talang Besar West","Malaysia",1.91594,109.774,3.9,"Bleaching (% of population)",0,"ERG049",2.21,304.43,0,0,0,0.0863999978173524,"MPA","MPA",NA
"4337",2013,"29-Mar-13","Talang Besar West","Malaysia",1.91594,109.774,6,"Bleaching (% of population)",0,"ERG049",2.61,303.5,0,0,0,0.228799994220026,"MPA","MPA",NA
"4338",2011,"27-Jul-11","Talang Besar East","Malaysia",1.91758,109.78,5.1,"Bleaching (% of population)",0,"ERG049",1.18,304.5,0,0,0,0.0863999978173524,"MPA","MPA",NA
"4339",2013,"29-Mar-13","Talang Besar East","Malaysia",1.91758,109.78,6.5,"Bleaching (% of population)",0,"ERG049",6.42,303.45,0,0,0,0.228799994220026,"MPA","MPA",NA
"4340",2015,"30-May-15","Satang Besar East","Malaysia",1.78306,110.167,3,"Bleaching (% of population)",10,"ERG049",1.07,303.49,0,0,0,0.107399997286848,"MPA","MPA",NA
"4341",2013,"07-Apr-13","Sampadi East","Malaysia",1.73353,110.083,3,"Bleaching (% of population)",10,"ERG049",4.36,304.15,74244,30329,30329,0.284999992800294,"Non MPA","Non MPA",23
"4342",2012,"18-Jul-12","Sampadi NW","Malaysia",1.73639,110.085,5.5,"Bleaching (% of population)",0,"ERG049",2.78,303.89,30625,30329,30329,0.16739999577112,"Non MPA","Non MPA",23
"4343",2015,"30-May-15","Satang Besar West","Malaysia",1.78669,110.158,3,"Bleaching (% of population)",10,"ERG049",1.07,303.49,0,0,0,0.107399997286848,"MPA","MPA",NA
"4344",2013,"06-Apr-13","Satang Besar West","Malaysia",1.78753,110.162,5.5,"Bleaching (% of population)",10,"ERG049",7.14,304.16,0,0,0,0.156199996054056,"MPA","MPA",NA
"4345",2014,"15-Sep-14","Satang Besar West","Malaysia",1.78753,110.162,4.7,"Bleaching (% of population)",115,"ERG049",12.32,304.24,0,0,0,0.165599995816592,"MPA","MPA",NA
"4346",2011,"13-Aug-11","Batu Batik","Malaysia",3.95083,113.512,15,"Bleaching (% of population)",0,"ERG049",1.58,304.11,0,0,0,0.0677999982872279,"Non MPA","Non MPA",NA
"4347",2011,"13-Aug-11","Beting Niah South","Malaysia",3.96444,113.539,12.5,"Bleaching (% of population)",0,"ERG049",2.7,303.98,0,0,0,0.0769999980548164,"Non MPA","Non MPA",NA
"4348",2011,"13-Aug-11","Beting Niah North","Malaysia",3.96556,113.541,10.4,"Bleaching (% of population)",0,"ERG049",2.7,303.98,0,0,0,0.0769999980548164,"Non MPA","Non MPA",NA
"4349",2013,"12-Nov-13","Siwa 4A","Malaysia",4.26706,113.801,8,"Bleaching (% of population)",0,"ERG049",1.01,302.92,0,0,0,0.141199996432988,"Non MPA","Non MPA",NA
"4350",2014,"23-Aug-14","Siwa 4A","Malaysia",4.26706,113.801,11,"Bleaching (% of population)",5,"ERG049",2.07,304.16,0,0,0,0.057399998549954,"Non MPA","Non MPA",NA
"4351",2011,"16-Jul-11","Siwa 4","Malaysia",4.27306,113.815,10,"Bleaching (% of population)",40,"ERG049",0,303.01,0,0,0,0.101199997443473,"Non MPA","Non MPA",NA
"4352",2012,"29-Sep-12","Siwa 4","Malaysia",4.27306,113.815,10,"Bleaching (% of population)",0,"ERG049",3.06,303.7,0,0,0,0.105799997327267,"Non MPA","Non MPA",NA
